Title,Abstract Note,Manual Tags
A Prospective Study of the Concordance of DSM-IV and DSM-5 Diagnostic Criteria for Autism Spectrum Disorder,"The transition from DSM-IV to DSM-5 criteria for autism spectrum disorder (ASD) sparked considerable concern about the potential implications of these changes. This study was designed to address limitations of prior studies by prospectively examining the concordance of DSM-IV and final DSM-5 criteria on a consecutive sample of 439 children referred for autism diagnostic evaluations. Concordance and discordance were assessed using a consistent diagnostic battery. DSM-5 criteria demonstrated excellent overall specificity and good sensitivity relative to DSM-IV criteria. Sensitivity and specificity were strongest for children meeting DSM-IV criteria for autistic disorder, but poor for those meeting criteria for Asperger’s disorder and pervasive developmental disorder. Higher IQ, older age, female sex, and less pronounced ASD symptoms were associated with greater discordance.",autism; communication disorder; child; Asperger syndrome; age; developmental delay; attention deficit hyperactivity disorder; preschool child; human; anxiety disorder; female; male; intellectual impairment; major clinical study; article; pervasive developmental disorder not otherwise specified; school child; clinical feature; sensitivity and specificity; stereotypy; DSM-5; psychosocial withdrawal; prospective study; priority journal; sex difference; DSM-IV
Growing up with genetic neurodevelopmental disorders; Management of problems in the transitional age,"Young adulthood is a difficult phase for already vulnerable persons with genetic neurodevelopmental disorders. Young adults with learning disabilities often have poor access to health care, have limited disease knowledge and are often lost to follow-up; this occurs more often in persons with mild intellectual disability (ID) and from a lower socioeconomic background. Often appropriate care is not available for adults for comorbidity, and when expert care is in place, often the neuropsychiatric phenotype is not addressed. Young adult persons with ID often experience severe psychosocial problems and lower quality of life. Limited social participation and inappropriate working and living environments often lead to low selfesteem and psychological or behavioural problems. For some syndromes, somatic comorbidity exacerbates in young adulthood. Also, other issues often arise in the transition age; family planning and regulation of menstruation; management of behavioural disorders in teens and young adults; financial problems; problems around substance abuse and sexual abuse; and questions around mental competence, autonomy and decision-making. More data are needed on care needs of young adults and their parents, and these will also be addressed in more detail later in the conference. Management of medical and psychosocial issues in adolescence and young adulthood are discussed, and suggestions for appropriate transition of care will be formulated.",decision making; quality of life; social participation; human; phenotype; learning disorder; adult; female; intellectual impairment; psychosocial disorder; young adult; comorbidity; adulthood; adolescence; problem behavior; sexual abuse; follow up; genetic disorder; vulnerable population; substance abuse; conference abstract; menstruation; nervous system malformation; transitional care; family planning
Intellectual disability and copy number variants: Mental health in the imagine ID cohort,"Background: Increasingly, rare alterations in the genetic code can be found in individuals who have intellectual disability (ID). These alterations range from large copy number variants (CNV) of groups of genes to alterations in single genes. The association of genetic variants with psychiatric morbidity is still poorly understood. IMAGINE ID is a national study of behavioural problems and psychiatric risk in children with ID of known genetic origin. No previous study has systematically evaluated the behaviour of children with ID of genetic aetiology. Methods: Nine hundred two children and young people were recruited via UK Genetic Services and patient support groups. Caregivers completed the Development and Well-being Assessment (DAWBA). It assesses psychiatric symptomatology and provides DSM-5 classifications based on clinical ratings. Results: A higher rate of children met criteria for mental health diagnoses in the IMAGINE ID sample (48%) compared with national surveys of children both with and without ID (ID 39%; non-ID 8.1%). The cohort is 57% male and the mean age is 6.3 years. The mean age of genetic diagnosis after 2010 was 2.9 compared with 9.6 for those diagnosed pre-2007. A 39% of the cohort has CNVs associated with known neurosusceptibility loci. The 19% of participants had more than one CNV. Where CNV inheritance is known, 49.1% were de novo, 32.5% were maternally inherited and 18.4% were paternally inherited. Conclusion: Children with ID of genetic origin have higher rates of mental health and behavioural difficulties than both the general population and children with ID of unknown genetic cause. This suggests that CNVs may confer additional psychiatric risk. Identification and early intervention and support for children and families with ID may improve their long-term mental health outcomes. Further work on the IMAGINE ID cohort will be important in delineating the behavioural phenotypes associated with specific CNVs and single gene disorders.",early intervention; child; diagnosis; mental health; wellbeing; caregiver; preschool child; human; phenotype; female; male; cohort analysis; controlled study; genetics; intellectual impairment; major clinical study; problem behavior; symptomatology; DSM-5; conference abstract; genetic association; human tissue; genetic susceptibility; population; support group; maternal inheritance; genetic service; paternal inheritance
Tuberous sclerosis complex-associated neuropsychiatric disorders (TAND): Further results from the TOSCA natural history study,"Background: TOSCA is an ongoing international natural history study of Tuberous Sclerosis Complex (TSC). We previously reported baseline data on TSC-Associated Neuropsychiatric Disorders (TAND). Here are explored baseline data in more detail to compare childhood and adult patterns, age bands of TAND and genotype-TAND correlations. Methods: Data from the fourth interim analysis of TOSCA were used. TAND data were extracted to generate frequency tables for children and adults, for a range of age bands and for those with TSC1 vs. TSC2 mutations. Results: Data were available for 2216 patients across 170 sites in 31 countries. Behavioural problems, reported in >10% of participants, included overactivity, sleep difficulties, impulsivity, anxiety, mood swings, severe aggression, depressed mood, self-injury and obsessions. Psychiatric disorders included autism spectrum disorder (21.6%), attention deficit hyperactivity disorder (19.2%), anxiety disorder (9.9%) and depressive disorder (6.2%). An intelligence quotient (IQ) score was available for 894(40.3%) participants. Of these, 398 participants (44.5%) had normal IQ, while mild, moderate, severe and profound intellectual disability (ID) was observed in 28%, 15.2%, 9.2% and 3.1%, respectively. Academic/scholastic difficulties were identified in 59.1% of 1245 participants assessed. Neuropsychological deficits (performance <5th percentile) were reported in 331 (56.2%) of 589 participants evaluated for neuropsychological skills. The rates of ID were similar between children and adults. However, there was a pattern of higher rate of overactivity and impulsivity in children and higher rates of anxiety and depressed mood in adults. The genotype-intellectual phenotype pattern showed a greater likelihood of ID in individuals with TSC2 than those with TSC1 mutations and identified some potential additional genotype-TAND correlations. Conclusion: Results from this interim analysis confirmed the high rates of TAND, replicated some age-based findings and suggested some new directions for future exploration. We hope that further results from the ongoing TOSCA registry may improve assessment and treatment of TAND.",history; autism; child; depression; awareness; skill; mood; attention deficit hyperactivity disorder; human; genotype; phenotype; anxiety disorder; adult; female; male; controlled study; intellectual impairment; major clinical study; problem behavior; aggression; sleep; intelligence quotient; automutilation; impulsiveness; tuberous sclerosis; conference abstract; endogenous compound; gene mutation; genetic association; obsession; hamartin; tuberin
"Prevalence, types and associations of medically unexplained symptoms and signs. A cross-sectional study of 1023 adults with intellectual disabilities","Background: Medically unexplained symptoms and signs are common in the general population and can respond to appropriate managements. We aimed to quantify the types and prevalence of unexplained symptoms and signs experienced by adults with ID and to determine the associated factors. Method: In a population-based study, 1023 adults with ID aged 16 and over had a detailed health assessment, which systematically considered symptoms and signs. Descriptive data were generated on their symptoms and signs. Backwards stepwise logistic modelling was undertaken to determine the factors independently associated with the unexplained symptoms. Results: Medically unexplained symptoms and signs were present in 664 (64.9%), 3.8 times higher than in the general population, and 470 (45.9%) had multiple unexplained symptoms or signs. Some were similar to those reported in the general population, such as dyspnoea, dyspepsia, headache, nausea and dizziness. However, others are not commonly reported in the general population, including dysphagia, ataxia, polyuria, oedema and skin rash. Having unexplained symptoms and signs was independently associated with older age, female gender, not having Down syndrome, extent of ID and more GP visits in the last 12 months. It was not associated with living in deprived areas, type of living/support arrangements, number of hospital visit in the last 12 months, smoking, autism, problem behaviours or mental disorders. Conclusions: People with ID have substantial additional unexplained symptoms and signs, some of which are painful or disabling. These findings should inform the content of health checks undertaken for adults with intellectual disabilities, which should not just focus on management of their long-term conditions and health promotion.",autism; health promotion; human; adolescent; adult; female; male; controlled study; intellectual impairment; mental disease; problem behavior; article; cross-sectional study; dyspnea; headache; dizziness; ataxia; nausea; descriptive research; population research; dyspepsia; smoking; medically unexplained symptom
Brief Report: Examining the Association of Autism and Adverse Childhood Experiences in the National Survey of Children’s Health: The Important Role of Income and Co-occurring Mental Health Conditions,"Adverse childhood experiences (ACEs) are risk factors for mental and physical illness and more likely to occur for children with autism spectrum disorder (ASD). The present study aimed to clarify the contribution of poverty, intellectual disability and mental health conditions to this disparity. Data on child and family characteristics, mental health conditions and ACEs were analyzed in 67,067 youth from the 2011–2012 National Survey of Children’s Health. In an income-stratified sample, the association of ASD and ACEs was greater for lower income children and significantly diminished after controlling for child mental health conditions, but not intellectual disability. Findings suggest that the association of ACEs and ASD is moderated by family income and contingent on co-occurring mental health conditions.",autism; child; mental health; depression; attention deficit hyperactivity disorder; human; child health; anxiety disorder; female; male; controlled study; intellectual impairment; major clinical study; problem behavior; article; school child; personal experience; priority journal; poverty; family income; family size
Inter-rater reliability of professional-caregiver-reported life events in adults with intellectual disabilities,"Background: The inter-rater reliability (IRR) of the measure of life events in adults with intellectual disabilities was investigated. Method: Two staff members for each of 79 adults with intellectual disabilities (ID) living in group homes used a checklist to report the adults' exposure to and intensity of life events over the previous 12 months. The IRR was estimated with intraclass correlation analysis (ICC). The factors of the level of ID, number of years the rater knew the rated person and quality of community care were investigated for possible associations with level of reliability. Results: The ICC values for the occurrence of life events were.44–.80 depending on the category of life events. In general, intensity measures showed lower ICC values. When the rater had known the person rated for 2 or more years or the quality of community care was high, the ICC values increased, whereas lower levels of ID were associated with lower ICC values. Conclusions: Inter-rater reliability in general was found to be acceptable. Further development and research are needed to improve the reliability of life event measures for more severe ID.",abuse; caregiver; community care; human; adult; female; male; intellectual impairment; major clinical study; chronic disease; article; seizure; bullying; life event; health care quality; interrater reliability; aged; grief; Life Event Checklist for Adults with Intellectual Disabilities; stress assessment
"Aging and autism spectrum disorder: A naturalistic, longitudinal study of the comorbidities and behavioral and neuropsychiatric symptoms in adults with ASD","Little is known about Autism Spectrum Disorder (ASD) in persons over age 50. In a retrospective, naturalistic review of 74 individuals aged 30 and older meeting DSM-5 criteria for ASD, the point prevalence of behavioral and neuropsychiatric symptoms (BNPS) declined significantly for 12 of 13 BNPS over a mean of 25 years while many other features of ASD remained stable. GI disorders (68.9%) and seizure disorders (23%) were common, and 25.7% of the sample had a BMI >30. Females were more likely to engage in screaming (p < 0.05) and oppositional behavior (p < 0.05). Current age did not have a significant effect on BNPS prevalence.",autism; aging; age; human; longitudinal study; adult; female; male; intellectual impairment; language ability; major clinical study; mental disease; comorbidity; hypertension; article; intelligence quotient; automutilation; obesity; behavior disorder; seizure; body mass; retrospective study; cardiovascular disease; middle aged; kidney disease; DSM-5; asthma; diabetes mellitus; aged; priority journal; sedation; sex difference; hypothyroidism; urine incontinence; constipation; gastrointestinal disease; paternal age; fracture; liver disease; rhinitis; diverticulosis; gastritis; hemorrhoid
A randomised controlled trial on evaluation of the clinical efficacy of massage therapy in a multisensory environment for residents with severe and profound intellectual disabilities: a pilot study,"Background: Recent literature has suggested that relaxation activities can reduce the challenging behaviours of people with intellectual disabilities, particularly in severe and profound grades, due to the counteractive effect of muscle relaxation on emotional frustration or psychological distress. Despite having inconclusive evidence, multisensory environment (MSE) and massage therapy (MT) are the commonly used approaches to relaxation among these people. However, these two approaches have not yet practised or tested in combination for reducing these people's challenging behaviours. Methods: A preliminary clinical efficacy trial was conducted to evaluate the effects of MT, MSE and their combined use for residents with intellectual disabilities in a long-term care facility on reducing their challenging behaviours. Eligible residents were recruited and randomly assigned to one of the four study groups (n = 11–12 per group), that is, MT in MSE, MSE alone, MT alone or usual care, for a 10-week intervention after a 1-month washout period. Outcome measures, including the Behaviour Problem Inventory, pulse and respiration rates, Behaviour Checklist and Alertness Observation Checklist, were assessed at recruitment and immediately following the interventions. Results: A total of 42 participants (17 men and 25 women) completed the study. There were no significant differences in frequency and severity of challenging behaviours and most of the outcome measures between the four groups at post-test. Nevertheless, there were statistical significant differences on the active and inactive state (Alertness Observation Checklist) between the three treatment and control groups. Many participants in the three treatment groups changed from an active to inactive state (i.e. reduced activity levels) throughout the interventions, especially the MT in MSE. Such inactivity might suggest the participants' brief exhaustion followed by a period of alertness during the treatment activities. But their attention span and social contact to the immediate environment could still be maintained. Conclusions: Participants of MT in multisensory environment acquired more inactive state than the other study groups. This inactive state indicates a state of ‘passive alertness’, which is more likely in a relaxing manner.",attention; residential care; social interaction; human; randomized controlled trial; adult; female; male; controlled study; intellectual impairment; problem behavior; pilot study; article; behavior assessment; alertness; multisensory environment; clinical article; breathing rate; massage; sensory stimulation; environmental enrichment; pulse rate; Behavior Problem Inventory; attention test; Alertness Observation Checklist; Behavior Checklist
"Identity, difference and diversity",,ethnicity; aging; identity; human; intellectual impairment; social behavior; bullying; personal experience; priority journal; editorial
Prevalence of psychotropic medication use and association with challenging behaviour in adults with an intellectual disability. A total population study,"Background: There is a high prevalence of psychotropic medication use in adults with Intellectual Disabilities (ID), often in the absence of psychiatric disorder, also associated with challenging behaviour. Previous research has focused on specific sample frames or data from primary care providers. There is also a lack of consistency in the definition of challenging behaviour used. Methods: We adopted a total population sampling method. Medication data on 265 adults with ID were classified according to the Anatomical Therapeutic Chemical classification system. The Behaviour Problems Inventory – short form classified challenging behaviours. We examined the association between challenging behaviour and the use of psychotropic medication, and whether any association would still be present after accounting for socio-demographic and clinical characteristics. Results: 70.57% of adults with ID were prescribed at least one class of any medication (mean per person =2.62; range 0–14). Psychotropic medications were used by 37.73% of participants with antipsychotics the commonest type used by 21.89% of individuals. Polypharmacy and high dosages were common. Generalised Linear Models indicated significant associations between psychotropic medication and the presence of a psychiatric diagnosis, challenging behaviour, older age and type of residence. Male gender was additionally associated with antipsychotic medication. Conclusions: The use of a total population sample identified via multiple routes is less likely to overestimate prevalence rates of medication use. Current challenging behaviour was a predictor of medication use after controlling for other variables. Data indicate that there may be differences in prescribing patterns associated with different topographies of challenging behaviours.",disease classification; gender; sampling; epilepsy; age; human; adult; female; male; controlled study; intellectual impairment; major clinical study; mental disease; prevalence; problem behavior; article; Behavior Problems Inventory; risperidone; prescription; clinical feature; residential home; anticonvulsive agent; neuroleptic agent; psychotropic agent; pain; antidepressant agent; psychostimulant agent; haloperidol; olanzapine; aged; polypharmacy; practice guideline; drug megadose; anxiolytic agent; lithium; drug use; fluoxetine; demography; citalopram; paroxetine; clinical assessment tool; population research; cholinergic receptor blocking agent; sedative agent; hypnotic agent; nicotine; dopamine receptor stimulating agent; Anatomical Therapeutic Chemical classification system; cardiovascular agent; nootropic agent
Nidotherapy compared with enhanced care programme approach training for adults with aggressive challenging behaviour and intellectual disability (NIDABID): cluster-randomised controlled trial,"Background: Aggressive challenging behaviour is very common in care homes for people with intellectual disability, and better psychological treatments are needed. Nidotherapy aims to change the environment of people with mental illness and is an appropriate treatment for this group of disorders. Method: The design was a cluster randomised trial of 20 care homes in which the staff either received training in nidotherapy or the enhanced care programme approach (ECPA), with equivalent duration of treatment in each arm. Cluster randomisation of care homes was carried out at the beginning of the study by an independent statistician. Primary and secondary outcomes were not specified exactly in view of absence of previous study data, but changes over time in scores on two scales, the Modified Overt Aggression Scale and the Problem Behaviour Check List were the main outcome measures. Serious violent incidents were recorded using the Quantification of Violence Scale. All these measures were recorded monthly by research assistants who were carefully kept blind to the allocation of treatment. Results: A total of 200 residents entered the trial, 115 allocated to the ECPA arm and 85 to the nidotherapy one. Seven residents left the care homes in the course of the study, and six were replaced; these were included 79 in the analysis as the trial was a pragmatic one. There were no material reductions in challenging behaviour in the first 8 months of the trial in either group, but in the last 7 months, those allocated to nidotherapy had a 33% reduction in Modified Overt Aggression Scale (MOAS) scores and a 43% reduction in Problem Behaviour Check List scores compared with 5% and 13%, respectively, for the ECPA group, differences which for the MOAS were close to statistical significance. Discussion: Nidotherapy shows promise in the management of aggressive challenging behaviour in care homes, but a delay in its benefit might be expected if given to staff only. The treatment is worthy of further evaluation and development.",human; randomized controlled trial; adult; female; male; controlled study; intellectual impairment; major clinical study; problem behavior; article; aggression; behavior assessment; modified overt aggression scale; multicenter study; aged; environmental enrichment; nidotherapy; Problem Behavior Check List; Quantification of Violence Scale
Development and psychometric properties of the Psychological Therapies Outcome Scale – Intellectual Disabilities (PTOS-ID),"Background: There are few valid and reliable psychological therapy outcome measures available for use with people with intellectual disabilities (ID). The current study involved the development of a new scale; the Psychological Therapies Outcome Scale – Intellectual Disabilities (PTOS-ID), and the examination of its validity and internal consistency. Method: The PTOS-ID was administered to 175 people who have ID accessing specialist ID services. The construct validity of the scale was investigated through exploratory factor analysis, concurrent validity through comparison with the Brief Symptom Inventory and internal reliability through internal consistency analysis. Results: Three factors emerged from the principal components analysis with high levels of internal consistency: (1) anger and mood (α = 0.82); (2) positive well-being (α = 0.81); and (3) anxiety (α = 0.76). Factors (1) and (2) were combined to measure psychological distress (α = 0.85), which correlated strongly with the Global Severity Index of the Brief Symptom Inventory (r = 0.85). Conclusions: This preliminary study suggests that the PTOS-ID is a psychometrically robust measure of psychological distress and psychological well-being that can be used with people with ID. Further research is required to assess its reliability and ability to detect change.",mood; human; adult; female; male; controlled study; intellectual impairment; major clinical study; anxiety; principal component analysis; reliability; anger; article; distress syndrome; psychological well-being; validation study; medical specialist; psychological rating scale; internal consistency; exploratory factor analysis; Brief Symptom Inventory; psychometry; construct validity; Global Severity Index; concurrent validity; medical service; Psychological Therapies Outcome Scale - Intellectual Disabilities
New horizons for mental health research in intellectual disabilities,,physical activity; human; chromosome deletion; intellectual impairment; mental disease; problem behavior; aggression; alertness; stress management; agitation; genetic disorder; heart rate variability; massage; catatonia; editorial; environmental enrichment; medical research; vagus tone
"Self-injury and aggression in adults with tuberous sclerosis complex: Frequency, associated person characteristics, and implications for assessment","Even though self-injury and aggression are common in tuberous sclerosis complex (TSC), understanding of these behaviours in adults with TSC and intellectual disability (ID) is limited. Little is known about their frequency in comparison to other ID-related genetic disorders or their association with other TSC-Associated Neuropsychiatric Disorders (TAND). This study determined the caregiver-reported frequency of self-injury and aggression in adults with TSC plus ID in comparison to Down syndrome (DS) and Angelman syndrome (AS), and assessed demographic and behavioural characteristics associated with the occurrence of each behaviour in TSC. Rates of self-injury and aggression in adults with TSC plus ID were 31% and 37.9% respectively. The odds of self-injury for adults with TSC were nearly twice as high as the odds for adults with DS, and the odds of aggression were over 2.5 times higher for adults with TSC than for adults with DS. When compared to adults with AS, odds of self-injury in TSC were around half those of the AS group, and odds of aggression were less than a third of those for adults with AS. These differences were not statistically significant. In adults with TSC, poorer communication and socialisation skills, gastric health problems and impulsivity were associated with self-injury; compulsive behaviour and impulsivity were associated with aggression. Caregivers and professionals should be alert to the likelihood of these behaviours in adults with TSC plus ID, and to characteristics associated with increased risk for their occurrence. We suggest assessment strategies to identify those at elevated risk. What this paper adds This paper adds specific examination of behavioural difficulties in adults with tuberous sclerosis complex who also have intellectual disability, a population at heightened risk of adverse behavioural outcomes which has received limited focussed examination to date. Findings support existing suggestions that there is relatively high risk for both self-injury and aggression, and provide novel insight into characteristics that may be associated with the presence of these behaviours.",phenomenology; Down syndrome; socialization; interpersonal communication; mood; caregiver; questionnaire; human; adaptive behavior; adolescent; adult; female; male; controlled study; intellectual impairment; risk assessment; article; aggression; automutilation; compulsion; impulsiveness; clinical article; tuberous sclerosis; happy puppet syndrome; medical assessment; stomach disease
"Alcohol, tobacco and cannabis use: Do students with mild-intellectual disability mimic students in the general population?","Education policies encourage inclusion of students with mild-intellectual disability (mild-ID) in community/school life. However, such policies potentially increase exposure to substance use. This article examines tobacco, alcohol and cannabis use among French students enrolled in special units for students with disabilities (ULIS) at mainstream junior high schools compared to those of general population of the equivalent age; and explores factors associated with substance use among ULIS students, known to present mostly mild-ID. In 2014, a questionnaire adapted from the international HBSC/WHO study was administered to 700 ULIS students (mean-age 14.2). Comparative data were gathered from 7023 junior high-school students (mean-age 13.6) in the general population. Among students <14 years-old, tobacco and alcohol use rates were similar between ULIS and general population. For students ≥14, alcohol use remained comparable, while tobacco and cannabis use were higher in general population. Among ULIS students, low perceived health/life satisfaction, divorced/separated parents and high perceived academic demands were associated with tobacco use. Bullying, not liking school very much and attending schools outside a deprived area were associated with alcohol use. Having had sexual intercourse and not perceiving one's health as excellent were associated with cannabis use. Having dated was associated with using all three substances.",child; questionnaire; human; France; adolescent; adult; female; male; controlled study; intellectual impairment; prevalence; article; bullying; life satisfaction; sexual behavior; school stress; sexual intercourse; disability severity; attitude to health; high school student; cannabis use; underage drinking; Frenchman; tobacco use; student attitude; dating; divorced parent; separated parent
Personality dimensions and substance use in individuals with mild to borderline intellectual disabilities,"Aims The aim of this study was to examine the role of the personality dimensions anxiety sensitivity, negative thinking, impulsivity and sensation seeking (as assessed by the revised version of the Substance Use Risk Profile Scale; SURPS) in substance use in individuals with mild to borderline intellectual disabilities (MBID). Method We tested the relationship between level of ID and SURPS personality dimensions and the relationship between SURPS personality dimensions and severity of alcohol and drug use. Participants were 118 persons (mean age 20.5 years) with a mean IQ of 71.1 admitted to care facilities for persons with MBID and severe behavioral problems. Results We found no significant relationship between level of ID and the four personality dimensions. In addition, findings showed that individuals with lower levels of anxiety sensitivity, higher levels of negative thinking, impulsivity and sensation seeking showed more severe alcohol use. Individuals with higher levels of negative thinking and sensation seeking had more severe drug use. Conclusions and implications The SURPS personality dimensions identify persons at increased risk for substance use disorders and might be useful in developing selective substance use interventions for individuals with MBID.",personality; alcohol; human; adolescent; adult; female; male; disease severity; intellectual impairment; major clinical study; anxiety; problem behavior; substance use; article; intelligence quotient; impulsiveness; cocaine; alcohol consumption; cannabis; diamorphine; cannabis use; sensation seeking; hallucinogenic fungus; negative thinking
Emotion socialization and internalizing behavior problems in diverse youth: A bidirectional relationship across childhood,"Mothers’ and fathers’ emotion socialization (ES) practices have been widely associated with child socioemotional outcomes. To extend this research, we examined the bidirectional relationship between parent ES practices (supportive and non-supportive parenting) and internalizing behavior problems in children of Anglo and Latino parents. Participants were 182 mothers and 162 fathers and their children with or without intellectual disability (ID). We compared the stability of mother and father ES practices across child ages 4–8. We utilized cross-lagged panel modeling to examine the bidirectional relationship between parents’ ES and child internalizing behavior problems. Emotion socialization practices differed across time by parent gender, with mothers displaying higher levels of supportive parenting and lower levels of non-supportive parenting than fathers. Cross-lagged panel models revealed differential relationships between child internalizing behaviors and emotion socialization practices by parent gender and by ethnicity. Implications for intervening with culturally diverse families of children with ID are discussed.",child; emotion; ethnicity; socialization; correlation analysis; preschool child; human; mother; childhood; adult; female; male; controlled study; intellectual impairment; cultural diversity; problem behavior; article; intelligence quotient; school child; child parent relation; parental stress; juvenile; sex difference; father; social status; Hispanic; emotional attachment
Social workers' attributions towards individuals with dual diagnosis of intellectual disability and mental illness,"Background: The present study aimed to explore the applicability of the attribution model to social workers' attributions towards clients with dual diagnosis of intellectual disability and psychiatric illness. Specifically, the study examined the relations between social workers' attribution of responsibility, causality, stereotypes of dangerousness, their emotional reactions and behavioural reactions towards clients with dual diagnosis. Method: Social workers (N = 279) completed questionnaires measuring attributions of responsibility, causation and dangerousness, and reported on their emotional and behavioural reactions to clients diagnosed with DD. Results: Most social workers reported high levels of helping behaviours. The strongest predictor of discriminatory behaviours was the stereotype of dangerousness. Social workers who reported feeling less anger and more pity towards clients with DD tended to report higher levels of helping behaviour. But contrary to attribution theory, fear and anger did not predict discriminatory behaviours. Conclusion: The results are discussed in relation to the core values of social work and to professional identity.",questionnaire; human; fear; adult; female; male; controlled study; intellectual impairment; mental disease; cooperation; anger; article; emotionality; prediction; avoidance behavior; causal attribution; hazard; social worker attitude
Factors Associated with Self-Injurious Behaviors in Children with Autism Spectrum Disorder: Findings from Two Large National Samples,"In this study, we explored potential associations among self-injurious behaviors (SIB) and a diverse group of protective and risk factors in children with autism spectrum disorder from two databases: Autism and Developmental Disabilities Monitoring (ADDM) Network and the Autism Speaks-Autism Treatment Network (AS-ATN). The presence of SIB was determined from children’s records in ADDM and a parent questionnaire in AS-ATN. We used multiple imputation to account for missing data and a non-linear mixed model with site as a random effect to test for associations. Despite differences between the two databases, similar associations were found; SIB were associated with developmental, behavioral, and somatic factors. Implications of these findings are discussed in relation to possible etiology, future longitudinal studies, and clinical practice.",autism; child; questionnaire; preschool child; human; adaptive behavior; longitudinal study; female; male; controlled study; developmental disorder; intellectual impairment; major clinical study; problem behavior; article; intelligence quotient; automutilation; school child; risk factor; cross-sectional study; behavior disorder; multicenter study; sleep disorder; priority journal; disease association; data base; somatization; educational status; health insurance; maladjustment; medical record; nonlinear regression analysis
Behavioural and cognitive outcomes in young children of mothers with intellectual impairments,"Background: Despite an increase in international studies examining the experiences of parents with intellectual impairments and their children, few have utilised population-based data. This study investigated the behavioural and cognitive outcomes of 3-year-old US children of mothers with intellectual impairments compared with children of mothers without intellectual impairments. Methods: This study employed a secondary analysis of the Fragile Families Child and Wellbeing Study, a longitudinal birth cohort study in the US. Our analytic sample included mothers with intellectual impairments (n = 263) and a comparison group of mothers without intellectual impairments (n = 1298), as well as each sampled mother's focal child. When weighted, Fragile Families is representative of all births in US cities with populations over 200 000. Results: Children of mothers with intellectual impairments had poorer behavioural and cognitive outcomes in comparison to same-age children of mothers without intellectual impairments. Notably, however, children of mothers with intellectual impairments were not at increased risk of being aggressive unless their family income was below 200% of the federal poverty level. Further, families headed by mothers with intellectual impairments experienced multiple hardships related to socioeconomic factors, limited social supports and poor self-reported health. Conclusion: Appropriate policies and programmes must be developed and implemented to effectively support these families, such as increased financial benefits.",child; cognition; United States; comparative study; social support; family; socioeconomics; preschool child; human; Child Behavior Checklist; longitudinal study; cohort analysis; intellectual impairment; child behavior; article; aggression; self report; psychosocial withdrawal; lowest income group; poverty; educational status; age distribution; ethnic difference; maternal age; Black person; predictive value; federal poverty; fragile family; maternal disease
Tele-health training of teachers to teach a mindfulness-based procedure for selfmanagement of aggressive behavior to students with intellectual and developmental disabilities,"Objective: The objective of this study was to assess the feasibility of using tele-health technology to teach three teachers in a rural school district the basics of a mindfulness-based procedure, measure the fidelity of the teachers teaching the procedure to a student in their class, and to assess the effectiveness of the students’ use of the procedure, in terms of their physical and verbal aggression. Methods: A multiple-baseline design across participants was used, with a 12-month follow-up. Tele-health technology was used to teach teachers meditation on the Soles of the Feet (SoF) procedure. The students were able to use the procedure to downregulate their emotions associated with the earliest precursors to verbal and physical aggression. We measured the fidelity of the teachers’ and the students’ SoF training, as well as behavioral outcomes for the students in terms of frequency of physical and verbal aggression. Results: The tele-health technology was used successfully to teach the teachers how to personally use and then teach the SoF procedure to their students in a face-to-face school setting. The fidelity of teacher and student training in the SoF procedure was high. The students were able to learn how to downregulate their emotional reactions to rising anger and aggression, thereby reducing physical aggression to near-zero levels and verbal aggression to close to zero levels in the follow-up period. Conclusions: Tele-health may be an effective approach to providing training and therapy to caregivers in remote locations that cannot readily access specialist services.",child; primary school; telehealth; emotion; mindfulness; human; teacher; adult; female; male; developmental disorder; intellectual impairment; article; aggression; functional assessment; clinical article; school child; follow up; emotionality; self concept; verbal hostility; functional behavior; down regulation; frequency; physical aggression; precursor; teacher training
Assistive technology for people with developmental disabilities,,autism; assistive technology; telehealth; mindfulness; skill; health care access; human; teacher; developmental disorder; intellectual impairment; motor dysfunction; clinical effectiveness; smartphone; aggression; clinical evaluation; videorecording; verbal hostility; health education; editorial; sensory dysfunction; association; medical service; retina image; vocation
Correlates of direct care staffs’ attitudes towards aggression of persons with intellectual disabilities,"Background and aim To explain direct care staff's attitudes (responsive or rejecting) towards aggression of clients with intellectual disability (ID), data were collected about client characteristics as well as individual and team characteristics of 475 direct care staff members, working in 71 teams. Method and results Multilevel analyses revealed that a positive team climate was positively associated with both a rejecting and responsive attitude towards aggression. Senior staff members and females showed a less responsive attitude towards aggression, whereas a relatively high percentage of females in a team and a positive attitude towards external professionals were associated with a more responsive attitude towards aggression. Unexpectedly, staff who experienced less verbal and/or physical aggressive incidents of their clients with ID showed a more rejecting attitude towards aggression. Finally, characteristics of the clients with ID accounted for the largest part of the variance in the attitude towards aggression of direct care staff, in particular psychiatric diagnoses. Conclusions and implications Further research is necessary in order to understand how team processes affect the attitude towards aggression of direct care staff. Further it is recommended to provide direct care staff with knowledge about mental disorders in clients with ID.",gender; teamwork; human; adolescent; adult; female; male; intellectual impairment; Netherlands; article; aggression; psychiatric diagnosis; work environment; health care personnel; verbal hostility; aged; sex difference; correlational study; health personnel attitude; direct care worker; public relations
